Parent,Child,CONVERSION RATE,Parent Description,Child Description,Parent QSU,Child QSU,Parent SU,Child SU
05413999,05413999EA,5,EPTPS RK G .1-5ML EPQUA 120,EPTPS RK G . 1-5ML EPQUA 24/EA,120,24,PK,EA
05414001,05414001EA,5,EPTPS RK G .5-10ML EPQUA 120,EPTPS RK G .5-10ML EPQUA 24/EA,120,24,PK,EA
07200848,07200848PK,2,96 WELL PLT UV NT NS RNA 50/CS,96 WELL PLT UV NT NS RNA 25/PK,00050,00025,CS,PK
07201426,07201426EA,48,STORAGE BOTTLE 250ML PET 48CS,STORAGE BOTTLE 250ML PET 1/EA,00048,00001,CS,EA
07201427,07201427EA,24,STORAGE BOTTLE 500ML PET 24CS,STORAGE BOTTLE 500ML PET 1EA,00024,00001,CS,EA
07201428,07201428EA,24,STORAGE BOTTLE 1000ML PET 24CS,STORAGE BOTTLE 1000ML PET 1EA,00024,00001,CS,EA
E0030123611,E30123611PK,10,SAFE-LOCK 1.5ML FORENSIC GR.,SAFE-LOCK1.5ML FORENSICGR 50PK,00500,00050,PK,PK
12565572,12565572EA,40,ROBOTC RSVR ST FL 1X300ML 40CS,ROBOTC ESVR ST FL 1X300ML 1/EA,00040,00001,CS,EA
12600000,12600000PK,50,NUNC EASYDISH 35MM TC 500/CS,NUNC EASYDISH 35MM TC 10/PK,00500,00010,CS,PK
12600001,12600001PK,28,NUNC EASYDISH 60MM TC 280/CS,NUNC EASYDISH 60MM TC 10/PK,00280,00010,CS,PK
13683742,13683742PK,4,COMBITIPS ADVANCED 25 0 ML PCR,COMBITIPSADVANCD 25ML PCR25PK,00100,00025,CS,PK
13683743,13683743PK,4,COMBITIPS ADVANCED 50 0 ML PCR,COMBITIPSADVANCD 50ML PCR25PK,00100,00025,CS,PK
13690086,13690086PK,4,LOBIND CONICL TUBES 15ML 200PK,LOBIND CONICL TUBES 15ML 50/PK,00200,00050,PK,PK
13864407,13864407PK,2,TUBES 5ML SCREWCAP STER 200X,TUBES 5ML SCREWCAP STER 100/PK,00200,00100,PK,PK
14222432,14222432EA,100,RESRVR 25ML IND WRP STER 100CS,RESRVR 25ML IND WRP STER 1/EA,00100,00001,CS,EA
14282302,14282302PK,10,EPPEN TUBE 5.0ML STER 200/CS,EPPEN TUBE 5.0ML STER 20/PK,00200,00020,CS,PK
14282305,14282305PK,4,DNA LOBIND TUBE 5.0M 200/CS,DNA LOBIND TUBE 5.0M 50/PK,00200,00050,CS,PK
14387068,14387068EA,50,MATRIX RESERVOIR 100ML IW 50CS,MATRIX RESERVOIR 100ML IW 1/EA,00050,00001,CS,EA
14387993,14387993EA,10,CLIPTIP384 125FILTER10X384 PK,CLIPTIP384 125FILTER 384/EA,3840,384,PK,EA
2123654,2123654EA,10,TIP PURE200 200UL S 960/PK,TIP PURE200 200UL S 96/EA,960,96,PK,EA
21403190,21403190EA,10,HLT .6ML TB GRAD ST CL 1000PK,HLT .6ML TB GRAD ST CL 100/EA,1000,100,PK,EA
5090116810,5090116810E,10,RACK TIPS LTS LR 20UL 960UNIT,RACK TIPS LTS LR 10UL 96/EA,960,96,PK,EA
5090116821,5090116821E,10,RACK TIPS LTSLR 200UL 960UNIT,RACK TIPS LTSLR 200UL 96/EA,960,96,PK,EA
50999844,50999844EA,24,TECAN 1000UL TIPS ANSI FIL REF,TECAN1000ULTIPSANSI FILREF96EA,2304,96,CS,EA
1256685,1256685PK,20,FLASK EASY 75CM2 STERILE 100CS,FLASK EASY 75CM2 STERILE 5/PK,00100,00005,CS,PK
19017252,19017252EA,36,2IN YELLOW HOOKS 1PK,2IN YELLOW HOOKS 1EA,00036,00001,PK,EA
19005093,19005093EA,12,KLEENGUARDTM MAVERICKTM EYE PR,KLEENGUARDTMMAVERICKTM EYE 1EA,00012,00001,CS,EA
07202124,07202124EA,12,PLASTIC FUNNEL 100MM 12/CS,PLASTIC FUNNEL 100MM EA,00012,00001,CS,EA
01213108,01213108PK,5,1536W COC WHITE PLATE BC,1536W COC WHITE PLATE BC 10/PK,00050,00010,CS,PK
05721125,05721125EA,4,4L W/M ROUND HDPE 4/CS,4L W/M ROUND HDPE 1/EA,00004,00001,CS,EA
0976131,0976131EA,12,DISP SPINNER FLASK 500ML 12CS,DISP SPINNER FLASK 500ML EA,00012,00001,CS,EA
07200644,07200644PK,5,PLT 384-WL CLR LID TC/S 100/CS,PLT 384-WL CLR LID TC/S 20/PK,00100,00020,CS,PK
FB012941,FB012941PK,6,300CM2 TC FLASK VENT CAP 18/CS,300CM2 TC FLASK VENT CAP 3/PK,00018,00003,CS,PK
12111083,12111083EA,20,RESERVOIR PS STER 100ML 20/PK,RESERVOIR PS STER 100ML EA,00020,00001,PK,EA
12111086,12111086EA,20,RESERVOIR PS STER 1/BG 20/PK,RESERVOIR PS STER 1/BG EA,00020,00001,PK,EA
17033744,17033744EA,50,ANSI TYP R CLS2 VST YL MD 50CS,ANSI TYP R CLS2 VST YL MD EA,00050,00001,CS,EA
127241,127241PK,4,PIPET MILK TEST 2.2ML 1000/CS,PIPET MILK TEST 2.2ML 250/PK,01000,00250,CS,PK
18310B,18310BPK,10,ABSORBOND 9INX9IN 3000/CS,ABSORBOND 9INX9IN 300/PK,03000,00300,CS,PK
07000124,07000124PK,10,96W PLT PS FB CLR UNTRD 100/CS,96W PLT PS FB CLR UNTRD 10/PK,00100,00010,CS,PK
07201153,07201153EA,12,SPINNER FLASK 500ML 12/CS,SPINNER FLASK 500ML EA,00012,00001,CS,EA
12456704,12456704PK,5,PLATE 1536W B NT COC NS 50/CS,PLATE 1536W B NT COC NS 10/PK,00050,00010,CS,PK
07001071,07001071EA,12,SHAKER FLASK 250ML BAFFLED BTM,SHAKERFLASK250ML BAFFLEDBTM EA,00012,00001,CS,EA
12566611,12566611EA,50,WELL PLATE 96 1ML CS50,WELL PLATE 96 1ML EA,00050,00001,CS,EA
12566612,12566612EA,60,WELL PLATE 96 2ML CS60,WELL PLATE 96 2ML EA,00060,00001,CS,EA
03532112,03532112EA,4,4.38 CUFT PUR SHPPR 4/CS,4.38 CUFT PUR SHPPR 1EA,00004,00001,CS,EA
17033756,17033756EA,50,ANSI TYP R CLS2 VST OR XL 50CS,ANSI TYP R CLS2 VST OR XL EA,00050,00001,CS,EA
17033758,17033758EA,50,ANSI TYP R CLS2 VST OR 3X 50CS,ANSI TYP R CLS2 VST OR 3X EA,00050,00001,CS,EA
17033754,17033754EA,50,ANSI TYP R CLS2 VST OR MD 50CS,ANSI TYP R CLS2 VST OR MD EA,00050,00001,CS,EA
17033755,17033755EA,50,ANSI TYP R CLS2 VST OR LG 50CS,ANSI TYP R CLS2 VST OR LG EA,00050,00001,CS,EA
17033757,17033757EA,50,ANSI TYP R CLS2 VST OR 2X 50CS,ANSI TYP R CLS2 VST OR 2X EA,00050,00001,CS,EA
01257567,01257567EA,6,FISHERBRAND SCOOPULA SS 6/PK,FISHERBRAND SCOOPULA SS 1/EA,00006,00001,PK,EA
19423104,19423104PK,10,GLV CLNRM PF NTRL XL 1000/CS,GLV CLNRM PF NTRL XL 100/PK,01000,00100,CS,PK
60046388,60046388EA,4,METHANOL WITH 0. FORMIC 4LT,METHANOL W 0. FORMIC 4LT EA,00004,00001,CS,EA
60048414,60048414EA,4,DETRITYLATION REAGENT BI 4 LT,DETRITYLATION REAGENT BI 4 LT,00004,00001,CS,EA
17108756,17108756PK,10,93256 MGATXT SZ10.5-11 1000/CS,93256 MGATXT SZ10.5-11 100/PK,01000,00100,CS,PK
17108757,17108757PK,10,93256 MGATXT SZ9.5-10 1000/CS,93256 MGATXT SZ9.5-10 100/PK,01000,00100,CS,PK
17108758,17108758PK,10,93256 MGATXT SZ8.5-9 1000/CS,93256 MGATXT SZ8.5-9 100/PK,01000,00100,CS,PK
17108759,17108759PK,10,93256 MGATXT SZ7.5-8 1000/CS,93256 MGATXT SZ7.5-8 100/PK,01000,00100,CS,PK
SCGPS02RE,SCGPS02REEA,12,STERITOP-GP 33MM 250ML 12/PK,STERITOP-GP 33MM 250ML 1/EA,00012,00001,PK,EA
19047254,19047254PK,3,SCOTCH-BRITE 7448 60/CS,SCOTCH-BRITE 7448 20/PK,00060,00020,CS,PK
17018044,17018044EA,12,9V BATTERY 12/PK,9V BATTERY 1/EA,00012,00001,PK,EA
19021336,19021336EA,5,HOOD REPL PLYCOATED TYVEK 5/CS,HOOD REPL PLYCOATED TYVEK EA,00005,00001,CS,EA
19321718,19321718EA,10,HOOD TYCHEMQC NO HEADBND 10/CS,HOOD TYCHEMQC NO HEADBND EA,00010,00001,CS,EA
19155571,19155571EA,12,INTRUDER CLEAR AF,INTRUDER CLEAR AF EA,00012,00001,CS,EA
934106,934106EA,6,PURELL FOODSERVICE WIPES,PURELL FOODSERVICE WIPES,00006,00001,CS,EA
17988044,17988044EA,25,COV ISO CLN STR ELWRAN MD 25CS,COV ISO CLN STR ELWRAN MD 1EA,00025,00001,CS,EA
17988046,17988046EA,25,COV ISO CLN STR ELWRAN XL 25CS,COV ISO CLN STR ELWRAN XL 1EA,00025,00001,CS,EA
17988094,17988094EA,100,BT COV ISO PVCSOLE ST LG 100/C,BT COV ISO PVCSOLE ST LG 1EA,00100,00001,CS,EA
17988110,17988110EA,100,SLEEVE ISO CLN STER 100/CS,SLEEVE ISO CLN STER 1EA,00100,00001,CS,EA
190881123E,190881123EE,25,COV CL ST 2X 25/CS,COV CL ST 2X 1EA,00025,00001,CS,EA
190881125D,190881125DE,30,CLNRM WHT FROCK XL 30/CS,CLNRM WHT FROCK XL 1EA,00030,00001,CS,EA
190881125E,190881125EE,30,CLNRM WHT FROCK 2X 30/CS,CLNRM WHT FROCK 2X 1EA,00030,00001,CS,EA
19142682,19142682EA,6,IR ADPTR PLSTIC 1/4ACME 9 6/CS,IR ADPTR PLSTIC 1/4ACME 9 1EA,00006,00001,CS,EA
19166384,19166384EA,6,HANDLE PLASTIC COATED FIBERGL,HANDLE PLASTIC COATED FIBERGL,00006,00001,CS,EA
19305733,19305733EA,24,M-ZONE SNAPMOP POLY 9 IR 24CS,M-ZONE SNAPMOP POLY 9 IR 1EA,00024,00001,CS,EA
220101136,220101136EA,8,BIOBOX F/25 1-2MLVL BLUE 8/PK,BIOBOX F/25 1-2MLVL BLUE 1/EA,00008,00001,PK,EA
17033199,17033199PR,12,HYFLEX 11571 SIZE 8 12/PK,HYFLEX 11571 SIZE 8 PR,00012,00001,PK,PR
17033200,17033200PR,12,HYFLEX 11571 SIZE 9 12/PK,HYFLEX 11571 SIZE 9 PR,00012,00001,PK,PR
17033201,17033201PR,12,HYFLEX 11571 SIZE 10 12/PK,HYFLEX 11571 SIZE 10PR,00012,00001,PK,PR
17033202,17033202PR,12,HYFLEX 11571 SIZE 11 12/PK,HYFLEX 11571 SIZE 11 PR,00012,00001,PK,PR
03411730,03411730EA,4,WASHBTL BLEACH GHSVENT 500MLML,WASHBTL BLEACH GHSVENT 500ML,00004,00001,PK,EA
11865168,11865168EA,3,WSHBT MTHNL GHS VNT 1000ML 3PK,WSHBT MTHNL GHS VNT 1000ML,00003,00001,PK,EA
17900911,17900911PK,10,GLV NTL12 CL BL PF XXL CS/1000,GLVS NTL12 CL BL PF XXL PK100,01000,00100,CS,PK
12600004,12600004PK,8,NUNC EASYDISH 150X20 TC 80/CS,NUNC EASYDISH 150X20 10/PK,00080,00010,CS,PK
19413021,19413021EA,6,SCOTT HRT TOWELS 6CS,SCOTT HRT TOWELS EA,00006,00001,CS,EA
19152340,19152340EA,12,SFTY GLS RVOUS BK FF CLR,SFTY GLS RVOUS BK FF CLR,00012,00001,CS,EA
934206,934206EA,6,PURELL PROFESSIONAL WIPES,PURELL PROFESSIONAL WIPES EA,00006,00001,CS,EA
F171201G,F171201GEA,10,DL10ST 10 TIPACKS 96 0.1-20UL,DL10ST 96 0.1-20UL TIPS,960,96,PK,EA
FBMB125,FBMB125EA,24,BOTTLE STR MEDIA FB 125ML CS24,BOTTLE STR MEDIA FB 125ML 1/EA,00024,00001,CS,EA
10525,10525EA,12,FLASK PETG 250ML VENT 12/CS,FLASK PETG 250ML VENT 1EA,00012,00001,CS,EA
17441209,17441209PK,10,PF-95OR NTR EXM GLV SM 1000/CS,PF-95OR NTR EXM GLV SM 100PK,01000,00100,CS,PK
17441210,17441210PK,10,PF-95OR NTR EXM GLV MD 1000/CS,PF-95OR NTR EXM GLV MD 100PK,01000,00100,CS,PK
17441211,17441211PK,10,PF-95OR NTR EXM GLV LG 1000/CS,PF-95OR NTR EXM GLV LG 100PK,01000,00100,CS,PK
17441212,17441212PK,10,PF-95OR NTR EXM GLV XL 1000/CS,PF-95OR NTR EXM GLV XL 100PK,01000,00100,CS,PK
19161644,19161644PR,12,EYEWEAR - VISITOR SAFETY GLASS,EYEWEAR-VISITORSAFETYGLASS 1PR,00012,00001,DZ,PR
22998806,22998806EA,12,CAVIWIPE HP 160/CANISTER 12/CS,CAVIWIPE HP 160/CANISTER 1EA,00012,00001,CS,EA
19043923,19043923EA,2,GOJO. GREEN CERTIFIED FOAM 2CS,GOJO. GREEN CERTIFIED FOAM 1EA,00002,00001,CS,EA
19048650G,19048650GPK,10,GLV VERSTCH PF 5MIL SM 1000/CS,GLV VERSTCH PF 5MIL SM 100PK,01000,00100,CS,PK
19048650I,19048650IPK,10,GLV VERSTCH PR KMIL LG 1000/CS,GLV VERSTCH PR KMIL LG 100PK,01000,00100,CS,PK
03570B,03570BEA,12,BRUSH FOR 500ML FLASK 12/PK,BRUSH FOR 500ML FLASK 1EA,00012,00001,PK,EA
191303515,191303515EA,12,SPEC INTRUDER CL LENS,SPEC INTRUDER CL LENS,00012,00001,CS,EA
19151510,19151510EA,12,OTS XL CLR LENS - BLK TEMPLE,OTS XL CLR LENS - BLK TEMPLE,00012,00001,CS,EA
6003079,6003079EA,6,FORMIC ACID IN WATER 1LT,FORMIC ACID IN WATER 1LT EA,00006,00001,CS,EA
191300039,191300039PK,4,POUCHPAPER SLF 7.5X13 800CS,POUCHPAPER SLF 7.5X13 200/PK,00800,00200,CS,PK
07000169,07000169EA,80,96WPT PP DW HLFML VB STCL 80CS,96WPT PP DW HLFML VB STCL 1EA,00080,00001,CS,EA
19555693,19555693EA,12,CLEAR ANT-FOG ADJ NOSEPIECE,CLEAR ANT-FOGADJNOSEPIECE 1EA,00012,00001,CS,EA
501656717,501656717EA,10,1000UL EL LOW RET FLTR TIP RK,1000UL ELLOWRETFLTRTIP RK 96,960,96,CS,EA
FB02911778,FB02911778E,12,BTL CLR BOSRD W/PV 32OZ 12CS,BTL CLR BOSRD W/PV 32OZ 1EA,00012,00001,CS,EA
19168571,19168571PK,30,PROSAT G2HW KNIT 9X9 IN 5/95,PROSAT G2HWKNIT 9X9IN5/95 25PK,00750,00025,CS,PK
FB14127558,FB14127558E,6,LAB NOTEBOOK GRID 200-PG BLACK,LAB NTEBK GRID 200-PG BLK 1EA,00006,00001,CS,EA
23640501,23640501EA,12,BLEACH CARTRIDGES 11OZ 12/CS,BLEACH CARTRIDGES 11OZ 1EA,00012,00001,CS,EA
02540263,02540263EA,35,BIOTAINER PETG 1L ST 35/CSBIO,BIOTAINER PETG 1L ST 1EA,00035,00001,CS,EA
03411721,03411721EA,4,WASHBTL CH2CL2 GHSVENT 500MLML,WASHBTLACETONEGHSVENT500ML 1EA,00004,00001,PK,EA
07200339,07200339PK,4,PLATE FBTM NT NS PS A12 100/CS,PLATE FBTM NT NS PS A12 25PK,00100,00025,CS,PK
FB12566516,FB12566516E,12,FLTR RECEIVER PS 1000ML 45MM,FLTR RECEIVER PS1000ML45MM 1EA,00012,00001,CS,EA
FB14127561,FB14127561E,6,LAB NOTEBOOK GRID 100-PG BLUE,LAB NTEBK GRID 100-PG BLU 1EA,00006,00001,CS,EA
0976186,0976186PK,5,PLT384WL BLK SLID NBS NS 50/CS,PLT384WL BLK SLID NBS NS 10PK,00050,00010,CS,PK
FB14127572,FB14127572E,6,LAB NOTEBOOK LINE 200-PG GRN,LAB NTEBK LINE 200-PG GRN 1EA,00006,00001,CS,EA
FB14127560,FB14127560E,6,LAB NOTEBOOK LINE 200-PG BLACK,LAB NTEBK LINE 200-PG BLK 1EA,00006,00001,CS,EA
FB14127564,FB14127564E,6,LAB NOTEBOOK LINE 200-PG BLUE,LAB NTEBK LINE 200-PG BLU 1EA,00006,00001,CS,EA
FB14127568,FB14127568E,6,LAB NOTEBOOK LINE 200-PG RED,AB NTEBK LINE 200-PG RED 1EA,00006,00001,CS,EA
14826132,14826132EA,8,SHRPS COLL 9 GL RED HG TP 8CS,SHRPS COLL 9 GL RED HG TP 1EA,00008,00001,CS,EA
17463007,17463007EA,4,VESPHENE III SE 1 GAL. X 4 P,VESPHENE III SE 1 GAL. 1EA,00004,00001,CS,EA
0877269,0877269PK,10,BCT COL I 6-WELL PLATES 50/CS,BCT COL I 6-WELL PLATES 5PK,00050,00005,CS,PK
0877270,0877270PK,10,BCT COL I 12-WELL PLATES 50/CS,BCT COL I 12-WELL PLATES 5PK,00050,00005,CS,PK
0877271,0877271PK,10,BCT COL I PLATE 24 WELL 50/CS,BCT COL I PLATE 24 WELL 5PK,00050,00005,CS,PK
0877272,0877272PK,10,BCT COL I 96-WELL PLATES 50/CS,BCT COL I 96-WELL PLATES 5PK,00050,00005,CS,PK
0976123,0976123PK,6,HYPERFLASK M 24/CS,HYPERFLASK M 4/PK,00024,00004,CS,PK
13700402,13700402EA,24,1000ML SQUARE STORAGE BTL 24CS,1000ML SQUARE STORAGE BTL EA,00024,00001,CS,EA
50202012,50202012PK,10,50ML BIORXN CENTRIFUGE TUBE,50ML BIORXNCENTRIFUGETUBE10PK,00100,00010,CS,PK
113923A,113923APK,6,GLV NITR FLOCK SZ 7 72/CS,MAPAGLOVENITRILEFLOCK SZ-712PK,00072,00012,CS,PK
113923D,113923DPK,6,GLV NITR FLOCK SZ 72/CS,MAPAGLOVENITRILEFLOCK SZ1012PK,00072,00012,CS,PK
19155873,19155873EA,12,PROXIMITY CLEAR H2MAX AF,PYRAMEXPROH2MAXCLSAFEYEWEAR1EA,00012,00001,CS,EA
19304729,19304729PK,20,5.5 RGDLG DUALFOAM 1000/CS,5.5 RGDLG DUALFOAM 50/PK,01000,00050,CS,PK
19161914,19161914PK,10,LENS CLEANING WIPES,LENS CLEANING TOWELTTES 100PK,01000,00100,CS,PK
03621A,03621AEA,12,BRUSH CYLINDER 12 IN,BRUSH CYLINDER 12 IN,00012,00001,PK,EA
19034210,19034210PK,6,ALPHASORB HC 12X12 600/CS,ALPHASORB HC 12X12 100/PK,00600,00100,CS,PK
03621B,03621BEA,12,BRUSH CYLINDER 20 IN 12/PK,BRUSH CYLINDER 20 IN 1EA,00012,00001,PK,EA
02991531,02991531EA,4,128OZ NT HND RD WPP F217 PE 4C,128OZ NT HND RD WPP F217 PE EA,00004,00001,CS,EA
03570A,03570AEA,12,BRUSH FOR 250ML FLASK,BRUSH FOR 250ML FLASK 1EA,00012,00001,PK,EA
FB14127563,FB14127563E,6,LAB NTEBK LINE 100-PG BLU 6/CS,LABNOTEBOOK LINE 100-PG BL 1EA,00006,00001,CS,EA
19810609,19810609EA,12,33X45 NEOPRNE APRN BLK 12/DZ,33X45 NEOPRNE APRN BLK EA,00012,00001,DZ,EA
1590110L,1590110LEA,3,TAPE LAVENDER 25MMX13M 3/PK,TAPE LAVENDER 25MMX13M 1EA,00003,00001,PK,EA
1590110M,1590110MEA,3,TAPE LIME 25MMX13M 3/PK,TAPE LIME 25MMX13M 1EA,00003,00001,PK,EA
1590125Q,1590125QEA,3,TAPE VIOLET 25MMX55M 3/CS,TAPE VIOLET 25MMX55M 1EA,00003,00001,CS,EA
1590110J,1590110JEA,3,TAPE COPPER 25MMX13M 3/PK,TAPE COPPER 25MMX13M 1EA,00003,00001,PK,EA
1590110K,1590110KEA,3,TAPE GRAY 25MMX13M 3/PK,TAPE GRAY 25MMX13M 1EA,00003,00001,PK,EA
1590125H,1590125HEA,3,TAPE AQUA 25MMX55M 3/CS,TAPE AQUA 25MMX55M 1EA,00003,00001,CS,EA
1590125J,1590125JEA,3,TAPE COPPER 25MMX55M 3/CS,TAPE COPPER 25MMX55M 1EA,00003,00001,CS,EA
1590125M,1590125MEA,3,TAPE LIME 25MMX55M 3/CS,TAPE LIME 25MMX55M 1EA,00003,00001,CS,EA
1590125N,1590125NEA,3,TAPE ROSE 25MMX55M 3/CS,TAPE ROSE 25MMX55M 1EA,00003,00001,CS,EA
FB0875711YZ,FB875711YZP,25,35X10MM STACKBLE PTRI DI 500CS,5X10MM STACKBLE PTRI DI 20PK,00500,00020,CS,PK
19181800C,19181800CEA,24,FB DISP FACE SHIELD 24/PK,FB DISP FACE SHIELD 1EA,00024,00001,PK,EA
128970012B,128970012BP,100,FB BOUFFANT CAP 21 BLUE,FB BOUFFANT CAP 21 BLU 20PK,02000,00020,CS,PK
02912321,02912321EA,72,BTL HDPE NM W/CAP 4OZ 72/CS,BTL HDPE NM W/CAP 4OZ 1EA,00072,00001,CS,EA
12565216,12565216PK,18,PLATE 96WELL BACTI VBTM 180/CS,PLATE 96WELL BACTI VBTM 10PK,00180,00010,CS,PK
21381093,21381093EA,100,REAGENT RESERVOIR 10ML 100/CS,REAGENT RESERVOIR 10ML 1EA,00100,00001,CS,EA
50809218,50809218PK,10,50ML SC TUBE 28X114CBGWB/CS250,50ML SCTUBE 28X114CBGWB 25PK,00250,00025,CS,PK
03411724,03411724EA,4,WASHBTL ETHYLACE GHSVENT 500ML,WASHBTL ETHYLACE VENT 500ML EA,00004,00001,PK,EA
FB02911433A,FB2911433AE,24,PKR WM 60CC AMB PV CP 24/CS,PKR WM 60CC AMB PV CP 1EA,00024,00001,CS,EA
02911324,02911324EA,12,BTL GLS CLR BST RND 12CS,BTL GLS CLR BST RND 1EA,00012,00001,CS,EA
02912120,02912120EA,24,BTL GLS AMB PCKR WM WHTN 24CS,BTL GLS AMB PCKR WM WHTN 1EA,00024,00001,CS,EA
02912145,02912145EA,24,BTL GLS AMB PCKR WM WHTN 24CS,BTL GLS AMB PCKR WM WHTN 1EA,00024,00001,CS,EA
02912146,02912146EA,12,BTL GLS AMB PCKR WM WHTN 12CS,BTL GLS AMB PCKR WM WHTN 1EA,00012,00001,CS,EA
02912149,02912149EA,24,BTL GLS AMB PCKR WM WHTN 24CS,BTL GLS AMB PCKR WM WHTN 1EA,00024,00001,CS,EA
02912155,02912155EA,24,BTL GLS AMB PCKR WM WHTN 24CS,BTL GLS AMB PCKR WM WHTN 1EA,00024,00001,CS,EA
02912157,02912157EA,24,BTL GLS AMB PCKR WM WHTN 24CS,BTL GLS AMB PCKR WM WHTN 1EA,00024,00001,CS,EA
02923A,02923AEA,12,BOTTLE NM HDPE 1OZ 12/PK,BOTTLE NM HDPE 1OZ 1EA,00012,00001,PK,EA
02002688,02002688EA,4,D LACTOSE 1HYD PWD 500G,D LACTOSE 1HYD PWD 500G 1EA,00004,00001,CS,EA
07678006,07678006EA,24,ETHYL ALCHL 200 PRF GLASS 24CS,ETHYL ALCHL 200 PRF GLASS 1EA,00024,00001,CS,EA
6000058,6000058EA,4,FORMIC ACID/METOH 2.5LT,FORMIC ACID/METOH 2.5LT 1EA,00004,00001,CS,EA
02003822,02003822EA,4,POTASSIUM PHOSPHATE 2BAS PWD,POTASSIUMPHOSPHAT 2BAS PWD 1EA,00004,00001,CS,EA
6000985,6000985EA,6,METOH PURGE TRAP B J 1L 6/CS,METOH PURGE TRAP B J 1L 1EA,00006,00001,CS,EA
0344825,0344825EA,24,RUBBER BULB 1ML 24/PK,RUBBER BULB 1ML EA,00024,00001,PK,EA
1371186,1371186PK,12,CONTAINER PP 40ML 600/CS,CONTAINER PP 40ML 50PK,00600,00050,CS,PK
19304887,19304887PK,20,MIRASAT PRESAT CE WIPE 400/CS,MIRASAT PRESAT CE WIPE 20PK,00400,00020,CS,PK
1112612,1112612PK,10,ALUM SEAL W/HOLE 1 PC M/CS,ALUM SEAL W/HOLE 1 PC 100PK,01000,00100,CS,PK
0974036L,0974036LEA,12,FLTR UNIT CN .45UM 115ML 12/PK,FLTR UNIT CN .45UM 115ML 1EA,00012,00001,PK,EA
60048416,60048416EA,4,DETRITYLATION REAGENT BI 4 LT,DETRITYLATION REAGENT BI 1EA,00004,00001,CS,EA
03411610,03411610EA,4,TAPE LABEL WRITE-ON WHT 4PK,TAPE LABEL WRITE-ON WHT EA,00004,00001,PK,EA
17000237,17000237PK,10,G10 2PRO NTL GLV XL 900/CS,G10 2PRO NTL GLV XL 90PK,00900,00090,CS,PK
19037306,19037306EA,12,SLEEVE KEVLAR W/THUMBHOLD DZ,SLEEVE KEVLAR W/THUMBHOLD 1EA,00012,00001,DZ,EA
502339117,502339117EA,5,300UL GRIP TIP NS VIAFLO 96,300UL GRIP TIP NS VIAFLO 1EA,00005,00001,PK,EA
502339118,502339118EA,5,V96-300UL TIPS ST 5RACKS/96TIP,V96-300UL TIPS ST 1EA,00005,00001,PK,EA
15100173,15100173PK,5,96WL ULA PLT 50/CS,6WL ULA PLT 10PK,00050,00010,CS,PK
50871433,50871433EA,20,COLUMN SILICA GEL 4G 20/PK,COLUMN SILICA GEL 4G 1 EA,00020,00001,PK,EA
509018246,509018246EA,15,CARTRIDGES SILICA 25G PK15,CARTRIDGES SILICA 25G 1EA,00015,00001,PK,EA
509018248,509018248EA,15,CARTRIDGES SILICA 12G PK15,CARTRIDGES SILICA 12G 1EA,00015,00001,PK,EA
05413923,05413923PK,8,TUBES 25 ML SCREW STERIL 200,TUBES 25ML SCREW STRIL 25PK,200,25,EA,PK
17441098,17441098PK,10,PF-95BL XL 500/CS,PF-95BL XL 50PK,00500,00050,CS,PK
07000367,07000367PK,4,SERO-PIPET 25ML S PLAS WP 200C,SERO-PIPET 25ML S PLAS WP 50PK,00200,00050,CS,PK
14559495,14559495PK,10,BIOHIT TIP 100-5000UL 500/PK,BIOHIT TIP 100-5000UL 50PK,00500,00050,PK,PK
14559496,14559496PK,10,BIOHIT TIP 100-5000UL S 500PK,BIOHIT TIP 100-5000UL S 50PK,00500,00050,PK,PK
11391139C,11391139CPK,12,37175 NTR GL CTN FLK SZ8 144CS,37175 NTR GL CTN FLK SZ8 12PK,00144,00012,CS,PK
11391139E,11391139EPK,12,37175 NTR GL CT FLK SZ10 144CS,37175 NTR GL CT FLK SZ10 12PK,00144,00012,CS,PK
15078290,15078290EA,35,ALUMINUM FOIL 12INX75FT,ALUMINUM FOIL 12INX75FT 1EA,00035,00001,CS,EA
17200396,17200396PR,72,GRAIN COWHIDE DRIVER 72/CS,GRAIN COWHIDE DRIVER 1PR,00072,00001,CS,PR
17200397,17200397PR,72,GRAIN COWHIDE DRIVER 72/CS,GRAIN COWHIDE DRIVER 1PR,00072,00001,CS,PR
11391139D,11391139DPK,12,37175 NTR GL CTN FLK SZ9 144CS,37175 NTR GL CTN FLK SZ9 12PK,00144,00012,CS,PK
FB0340933,FB0340933EA,3,FB WASH BOTTLE VENT METHANOL,FB WASHBOTTLE VENT METHANOL1EA,00003,00001,PK,EA
13006158,13006158EA,6,BTL RTU SODM HYPOCH 500ML 6PK,BTL RTU SODM HYPOCH 500ML 1EA,00006,00001,PK,EA
02003943,02003943EA,6,SOD HYDROXIDE 0.25N VOL SOL 1L,SODHYDROXIDE0.25N VOLSOL 1L1EA,00006,00001,CS,EA
07000159,07000159EA,50,96WPLT PP DW 1ML RB ST CL 50CS,96WPLT PP DW 1ML RB ST CL 1EA,00050,00001,CS,EA
14650389,14650389EA,6,ACETIC ACID GLACIAL 500ML,ACETIC ACID GLACIAL 500ML 1EA,00006,00001,CS,EA
