Parent,Child,Conversion,Child Description,Parent Description,Child QSU,Parent QSU,Child SU,Parent SU
22652093,22652093EA,20,SHRPS CNTNR CHMNY 8QT RED EACH,SHRPS CNTNR CHMNY 8QT RED 20CS,00001,00020,PR,CS
19042770,19042770EA,20,MOP EDGELESS KNIT STD STR,MOP EDGELESS KNIT STD STR 20CS,00001,00020,PR,CS
089275D,089275DEA,20,SCALPEL DISPOSABLE NO21,SCALPEL DISPOSABLE NO21 20/PK,00001,00020,EA,PK
12111083,12111083EA,20,RESERVOIR PS STER 100ML EA,RESERVOIR PS STER 100ML 20/PK,00001,00020,EA,PK
14387036,14387036EA,20,384-CH AUTOMATIN RESERVOIR 1EA,384-CH AUTOMATIN RESERVOIR 1CS,00010,00020,PK,CS
5001022,5001022EA,20,200MM WAFER JAR SNP LID,200MM WAFER JAR SNAP LID 20/CS,00010,00020,PK,CS
02540252,02540252EA,20,BIOTAINER PC 2L ST LP 1EA,BIOTAINER PC 2L ST LP 20/CSBI,00050,00020,PK,CS
0553910,0553910PK,20,FB50MLTBEPET\PLUG\GRD\S 25/PK,FB50MLTBEPET\PLUG\GRD\S 500CS,00001,00500,PR,CS
02923221,02923221PK,20,EZ FLIP PP TUBE 50ML BULK 25PK,EZ FLIP PP TUBE 50ML BULK CASE,192,00500,EA,CS
0553913,0553913PK,20,CNT TB PP FLTP 50ML BLK 25/PK,CNT TB PP FLTP 50ML BLK 500/CS,00096,00500,PK,CS
0553849,0553849PK,20,CENTRIF TBE STL 50ML 25/PK,50MLTBE PET\PLGSL\GRD\S 500CS,00100,00500,PK,CS
055398,055398PK,20,CENT TUBE PP FLTP 50ML25/PK,CENT TUBE PP FLTP 50ML 500/CS,00001,00500,EA,CS
05526B,05526BPK,20,CENT TUBE F-CAP 50ML 25/PK,50MLTBE PP\FLATTP\GRD\S 500CS,00001,00500,EA,CS
12556002,12556002PK,20,BIOLITE 100MM TC DISH 10/PK,BIOLITE 100MM TC DISH 200/CS,00001,00200,EA,CS
1367521,1367521PK,20,PIPET SEROL 5 X 1/10ML 25/PK,PIPET SEROL 5 X 1/10ML 500/CS,00001,00500,EA,CS
1916561,1916561PK,20,WIPE QUILTEC KNIT 12 STR 25/PK,WIPE QUILTEC KNIT 12 STR 500CS,00025,00500,PK,CS
19304729,19304729PK,20,5.5 RGDLG DUALFOAM 50/PK,5.5 RGDLG DUALFOAM 1000/CS,00001,01000,EA,CS
1443222,1443222PK,20,TUBE SCREW CAP GRAD 25/PK,15-100-151 CAP GRAD 500/CS,00001,00500,PR,CS
121418,121418PK,20,TUBE CAPILLARY MP 100VL/CS,TUBES CAPILLARY MP 2000/CS,00001,2000,EA,CS
0553860,0553860PK,20,50MLTBE PP\FLATTP\GRD\S 25PK,50MLTBE PP\FLATTP\GRD\S 500CS,01000,00500,PK,CS
1495914,1495914PK,20,CULTURE TUBE 16X125MM 25PK,CULTURE TUBE 16X125MM 500/CS,00001,00500,EA,CS
07201332,07201332PK,20,50ML CENTRFUG TB STERIL 25/PK,50ML CENTRFUG TB STERIL 500/CS,00001,00500,EA,CS
12565270,12565270PK,20,NUNC 50ML CONICL TBE BLK 25PK,NUNC 50ML CONICL TBE BLK 500CS,00100,00500,PK,CS
033377C,033377CPK,20,VIAL CRYOGENIC 1.2ML 25/PK,VIAL CRYOGENIC 1.2ML 500/CS,00100,00500,PK,CS
FB0875712,FB0875712PK,20,PETRIDISH 100X15MM STACK 25/PK,PETRI DISH 100X15MM STACK 500,00050,00500,PK,CS
0877123,0877123PK,20,CELL STRAINER CP NS 5ML 25PK,CELL STRAINER CP ST 5ML 500/CS,00100,00500,PK,CS
19125915,19125915EA,20,CLNRM NYLN LNR FF LG 21PR,CLNRM NYLN LNR FF LG  20PR/PK,24,00020,PK,PK
1256569,1256569PK,20,LID ONLY 96 WL PLATE NS 5/PK,LID 96WELL NS 100/CS,00001,00100,EA,CS
21385102,21385102PK,20,REAGENT RES BULK 25ML 10PK,REAGENT RES BULK 25ML 200/CS,00050,00200,PK,CS
0720081,0720081PK,20,PLATE 12-WELL TC 6.9ML 5/PK,PLATE 12-WELL TC 6.9ML 100/CS,00001,00100,EA,CS
07202003,07202003PK,20,FLASK 75CM2 U-SHAPE VENT 5/PK,FLASK 75CM2 U-SHAPE VENT 100CS,00001,00100,EA,CS
064156,064156PK,20,ROLLR BTL DUR TWN 850CM2 2/PK,ROLLR BTL DUR TWN 850CM2 40/CS,00001,00040,EA,CS
07200701,07200701PK,20,2ML ASSAY BLOCK NS BULK 5/PK,2ML ASSAY BLOCK NS BULK 100/CS,00119,00100,PK,CS
07201590,07201590PK,20,24WL PLATE NONTREATED 5PK,24WL PLATE NONTREATED100/CS,00050,00100,PK,CS
0720091,0720091PK,20,PLT 96-WELL FLAT .365ML 005/PK,PLT 96-WELL FLAT .365ML 100/CS,00001,00100,EA,CS
1256685,1256685PK,20,FLASK EASY 75CM2 STERILE 5/PK,FLASK EASY 75CM2 STERILE 100CS,00001,00100,EA,CS
02540265,02540265EA,20,BIOTAINER PETG 2L ST EA,BIOTAINER PETG 2L ST 20/CSBIO,00001,00020,EA,CS
19039548,19039548EA,20,S-403L-20 HOOD/MED/LRG 1/EA,S-403L-20 HOOD MED/LRG 20CS,00001,00020,EA,CS
19047250,19047250EA,20,74 MED DUTY SCRUB SPONGE 1EA,74 MED DUTY SCRUB SPONGE 20/CS,00001,00020,EA,CS
07201588,07201588PK,20,6WL PLATE NONTREATED 5PK,6WL PLATE NONTREATED100/CS,00001,00100,EA,CS
14830151,14830151EA,20,SHARPS COLLECTOR 5 QT 1/EA,SHARPS COLLECTOR 5 QT 20/CS,00001,00020,EA,CS
1798146E,1798146EEA,20,CVRALL KLNGD GPWHT XXXL,CVRALL KLNGD GPWHT XXXL 20/CS,00001,00020,EA,CS
18001500,18001500EA,20,CR NOTEBOOK LATEX 8.5X11 EA,CR NTBK LTX 8.5X11 RLD 20/CS,00001,00020,EA,CS
14387032,14387032EA,20,96-CH AUTOMATIN RESERVOIR 1/EA,96-CH AUTOMATIN RESERVOIR 1CS,00001,00020,EA,CS
12565185,12565185EA,200,BOX 10 CRYOTUBE TRNSPRT 1/EA,BOX 10 CRYOTUBE TRNSPRT 200/CS,00012,00200,PK,CS
17988491,17988491PK,22,WEIGHING FUNNEL DISPO S 50PK,WEIGHING FUNNEL DISPO S 1100CS,00050,01100,PK,CS
50999844,50999844EA,24,TECAN1000ULTIPSANSI FILREF96EA,TECAN 1000UL TIPS ANSI FIL REF,00001,2304,EA,CS
19033016,19033016PK,24,WIPE POLYSAT 9INX11IN 50PK,WIPE POLYSAT 9INX 11IN,00050,01200,PK,CS
19099572,19099572PK,24,STERILE POLYSAT 20/PK,STERILE POLYSAT 480/CS,00001,00480,EA,CS
12600003,12600003PK,24,NUNC EASYDISH 100X20 TC 10/PK,NUNC EASYDISH 100X20 TC 240/CS,00100,00240,PK,CS
12567650,12567650PK,24,DISH NUNCLON 100X20M 10PK,DISH NUNCLON 100X20M 240CS,00050,00240,PK,CS
07000232,07000232PK,24,CELLSTRDISH 145X20 S 3VNT 5PK,CELLSTRDISH 145X20 S 3VNT 120C,00001,00120,EA,CS
501305998,501305998EA,24,TECAN 10ULTIPS ANSIFIL REF96EA,TECAN 10UL TIPS ANSI FIL REF,00020,2304,PK,CS
19034220,19034220PK,24,STRLE TECHNISAT 9X11 20PK,STRLE TECHNISAT 9X11,00010,00480,PK,CS
17010012,17010012EA,24,COAST ALKALINEBATTERYAAA,AAA 24/PK,00001,00024,EA,PK
07201428,07201428EA,24,STORAGE BOTTLE 1000ML PET 1EA,STORAGE BOTTLE 1000ML PET 24CS,00001,00024,EA,CS
12800603,12800603EA,24,HAND SANITIZER 350ML/12OZ EA,HAND SANITIZER 350ML / 12OZ,00001,00024,EA,CS
13700402,13700402EA,24,1000ML SQUARE STORAGE BTL EA,1000ML SQUARE STORAGE BTL 24CS,00001,00024,EA,CS
FB02911433A,FB2911433AE,24,PKR WM 60CC AMB PV CP 1EA,PKR WM 60CC AMB PV CP 24/CS,00001,00024,EA,CS
02912120,02912120EA,24,BTL GLS AMB PCKR WM WHTN 1EA,BTL GLS AMB PCKR WM WHTN 24CS,00010,00024,PK,CS
19043735,19043735EA,24,PURELL HND SANITIZER 1EA 2OZ,PURELL HND SANITIZER 24/CS 2OZ,00010,00024,PK,CS
FB02911460A,FB2911460AE,24,GRAD AC 4OZ CLR PTFE CP 1EA,GRAD AC 4OZ CLR PTFE CP 24/CS,00001,00024,EA,CS
FB02911439,FB02911439E,24,BTL AMB WMPKR W/PTFE 2OZ 1EA,BTL AMB WMPKR W/PTFE 2OZ 24CS,00001,00024,EA,CS
FB02911763,FB02911763A,24,JAR CLR ST SD W/PTFE 2OZ 1EA,JAR CLR ST SD W/PTFE 2OZ 24/CS,00001,00024,EA,CS
FB02911764,FB02911764E,24,JAR CLR ST SD W/PTFE 4OZ 1EA,JAR CLR ST SD W/PTFE 4OZ 24/CS,00001,00024,EA,CS
19305825,19305825EA,24,SAFTY TAPE 2IN BLACK/YELLW 1EA,SAFETY TAPE 2IN BLACK/YELLOW,00125,00024,PK,CS
FB02911434A,FB291434AEA,24,PKR WM 120CC AMB PV CP 1EA,PKR WM 120CC AMB PV CP 24/CS,00250,00024,PK,CS
033134F,033134FEA,24,BOTTLE SMPLE WM 1000ML EA,BOTTLE SMPLE WM 1000ML 24/CS,00250,00024,PK,CS
0976110,0976110EA,24,BTL DISP STERIL 500ML 1/EA,BTL DISP STERIL 500ML 24/CS,00250,00024,PK,CS
02912400,02912400EA,24,HANDLED ROUND JUG128OZ HDPE1EA,HANDLED ROUND JUG 128OZ HDPE,00100,00024,PK,CS
02991525,02991525EA,24,16OZ NAT JAR WHPP UNL EACH,16OZ NAT JAR WHPP UNL 24CS,00100,00024,PK,CS
19168761,19168761EA,24,CLNRM TP 1INCLR W/RED LNR 1/EA,CLNRM TP 1INCLR W/RED LNR 24CS,00001,00024,EA,CS
02891E,02891EEA,24,JAR WM PP 16OZ/500ML,JAR WM PP 16OZ/500ML 24/CS,00001,00024,EA,CS
0976110,0976110PK,24,BOTTTLE DISP STERIL 500ML 2/PK,BTL DISP STERIL 500ML 24/CS,00010,00024,PK,CS
0976111,0976111PK,24,BOTTLE STORAGE 1 LITER 2/PK,BTL STORAGE 1 LITER 24/CS,00250,00024,PK,CS
09761140,09761140PK,24,BOTTLE STORAGE 150ML STR 2/PK,BOTTLE STORAGE 150ML STR 24/CS,00001,00024,EA,CS
033125,033125PK,24,BTL SQ MEDIA PTG 1000ML 12/PK,BTL SQ MEDIA PTG 1000ML 24/CS,00004,00024,PK,CS
19168204,19168204EA,24,WYPALL L30 ROLL 1/EA,WYPALL L30 ROLL 24CS,00001,00024,EA,CS
19166379,19166379EA,24,POLYIMIDE CR TAPE-1/2 X 36YD,POLYIMIDE CR TAPE-1/2 X 36YD,00005,00024,PK,CS
15901R,15901REA,24,RAINBOW PACK 13MMX13M 1/EA,RAINBOW PACK 13MMX13M 24/CS,00001,00024,EA,CS
191202540,191202540EA,24,TP CR INDPLY WHT - 2X36Y 1/EA,TP CR INDPLY WH-2X36Y 24CS,00096,00024,PK,CS
07201427,07201427EA,24,STORAGE BOTTLE 500ML PET 1EA,STORAGE BOTTLE 500ML PET 24CS,00001,00024,EA,CS
033124,033124EA,24,BTL SQ MEDIA PETG 500ML,BTL SQ MEDIA PETG 500ML 24/CS,00001,00024,EA,CS
02540269,02540269EA,24,BIOTAINR LDPE 4L ST BULK 1EA,BIOTAINR LDPE 4L ST BULK 24/CS,96,00024,EA,CS
1441540,1441540EA,24,SEPTIHOL HAND SANITIZER9OZ 1EA,SEPTIHOL HAND SANITIZER 9OZ,96,00024,EA,CS
FB02912030A,FB2912030AE,24,WMRND 500CC HDPE NAT  PE 1EA,WMRND 500CC HDPE NAT  PE 24/CS,96,00024,EA,CS
FB02911440,FB2911440EA,24,BTL AMB WMPKR W/PTFE 4OZ 1EA,BTL AMB WMPKR W/PTFE 4OZ 24CS,96,00024,EA,CS
50486655,50486655EA,24,ALUMINIUM FOIL 12INW EACH,ALUMINIUM FOIL 12INW 24/CS,00100,00024,PK,CS
191301254,191301254EA,24,CLNRM VL TP 1-1/2X36Y WHT,CLNRM VL TP 1-1/2X36Y WHT,96,00024,EA,CS
1417565,1417565EA,24,9X9 CYOBOX 6 ASSORTED CL 1EA,9X9 CYOBOX 6 ASSORTED CL 24/CS,96,00024,EA,CS
07200420,07200420EA,24,BTL POLYSTYRENE 125ML 1/EA,BTL II STYRENE 125ML 24/CS,96,00024,EA,CS
0976111,0976111EA,24,BTL STORAGE 1 LITER,BTL STORAGE 1 LITER 24/CS,96,00024,EA,CS
14862,14862EA,24,TEST PPR ACETATE 1/PK,TEST PPR LEAD ACETATE 24 VL/PK,96,00024,EA,PK
02912152,02912152EA,24,BTL GLS AMB PCKR WM WHTN 1/EA,BTL GLS AMB PCKR WM WHTN 24CS,96,00024,EA,CS
02912984,02912984EA,24,JAR PP 500ML W/CAP 1/EA,JAR PP 500ML W/CAP 24/CS,00001,00024,EA,CS
06451361,06451361EA,24,32OZ HDPE WM PKR PE LNR 1/EA,32OZ HDPE WM PKR PE LNR 24CS,00001,00024,EA,CS
BBV125,BBV125EA,24,STRL PC BFFLD VNT 125 ML 1/EA,STRL PC BFFLD VNT 125 ML CS24,00100,00024,PK,CS
033125,033125EA,24,BTL SQ MEDIA PTG 1000ML,BTL SQ MEDIA PTG 1000ML 24/CS,00001,00024,EA,CS
0974025E,0974025EEA,24,FILTER UN RECEIVR 250ML,FILTER UN RECEIVR 250ML 24/CS,00001,00024,PK,CS
191202447,191202447EA,24,TAPE CLNRM WAFRBX 1 X36Y WHT,TAPE CLNRM WFRBX 1X36Y WH 24CS,00001,00024,PR,CS
02912150,02912150EA,24,BTL GLS AMB PCKR WM WHTN,BTL GLS AMB PCKR WM WHTN 24CS,00025,00024,PK,CS
02912151,02912151EA,24,BTL GLS AMB PCKR WM WHTN,BTL GLS AMB PCKR WM WHTN 24CS,00100,00024,PK,CS
02912324,02912324EA,24,BTL HDPE NM W/CAP 32OZ,BTL HDPE NM W/CAP 32OZ 24/CS,00001,00024,EA,CS
502002111,502002111EA,24,COMET CLEANSER 21 OZ EPA,COMET CLEANSER 21OZ EPA 24/CS,00001,00024,EA,CS
05719519B,05719519BEA,24,JAR 120ML WM SER 100 AMB 1/EA,JAR 120ML WM SER 100 AMB 24/CS,00001,00024,EA,CS
02891F,02891FEA,24,JAR WM PP 32 OZ,JAR WM PP 32OZ/1L 24/CS,00001,00024,EA,CS
02912155,02912155EA,24,BTL GLS AMB PCKR WM WHTN 1EA,BTL GLS AMB PCKR WM WHTN 24CS,00050,00024,PK,CS
02992428,02992428EA,24,2OZ CL SSR TH F217 PTFE EA,2OZ CL SSR TH F217 PTFE 24CS,00001,00024,EA,CS
03528B,03528BEA,24,U-TEK REFG GEL PK 3/4LB 1/EA,U-TEK REFG GEL PK 3/4LB 24/PK,00001,00024,EA,PK
1004120,1004120EA,24,STRL DISPFLSK 125ML PETG,STRL DISPFLSK 125ML PETG 24/CS,00100,00024,PK,CS
02912144,02912144EA,24,BTL AMB WMPKR W/PV 1OZ 1/EA,BTL GLS AMB PCKR WM WHTN 24CS,00100,00024,PK,CS
09761140,09761140EA,24,BOTTLE STORAGE 150ML STR 1EA,BOTTLE STORAGE 150ML STR 24/CS,00001,00024,PK,CS
0974025D,0974025DEA,24,FILTER UN RECOVR 150ML 1EA,FILTER UN RECEOVR 150ML 24/CS,00001,00024,EA,CS
19413275,19413275EA,24,TOWELS KTCHN ROLL 1/EA,TOWELS KTCHN ROLL 24ROLLS/CS,00001,00024,PK,CS
0992316C,0992316CEA,24,BOTTLE MEDIA SQ 1000ML 1/EA,BOTTLE MEDIA SQ 1000ML 24/CS,00001,00024,EA,CS
10039K,10039KEA,24,FLASK ERLENM NM 1000ML,FLASK ERLENM NM 1000ML 24/CS,00001,00024,EA,CS
FB02911435A,FB291435AEA,24,PKR WM 250CC AMB PV CP 1EA,PKR WM 250CC AMB PV CP 24/CS,00025,00024,PK,CS
02992706,02992706EA,24,8OZ CL SSR TH F217 PTFE,8OZ CL SSR TH F217 PTFE 24CS,00025,00024,PK,CS
07200603,07200603EA,24,PLT 96WELL ULT LOW ATTCH 1/EA,PLT 96WELL ULT LOW ATTCH 24/CS,00100,00024,PK,CS
PBNV125,PBNV125EA,24,STRL PC PLAIN SLD 125 ML,STRL PC PLAIN SLD 125 ML CS24,00001,00024,EA,CS
07000229,07000229EA,24,CELLSTAR T-75 TC ST FLTRCP 1/E,CELLSTAR T-75 TC ST FLTRCP120C,00250,00120,PK,CS
19305733,19305733EA,24,M-ZONE SNAPMOP POLY 9 IR 1EA,M-ZONE SNAPMOP POLY 9 IR 24CS,00005,00024,PK,CS
FB02912292A,FB029192APK,24,CAP CT 53-400 PV 12/BG 12/PK,CAP CT 53-400 PV 12/BG 288/CS,00001,00288,EA,CS
07000229,07000229PK,24,CELLSTAR T-75 TC ST FLTRCP 5PK,CELLSTAR T-75 TC ST FLTRCP120C,00001,00120,EA,CS
FBMB125,FBMB125EA,24,BOTTLE STR MEDIA FB 125ML 1/EA,BOTTLE STR MEDIA FB 125ML CS24,00001,00024,EA,CS
0344826,0344826EA,24,RUBBER BULB 3CC,RUBBER BULB 3ML 24/PK,00001,00024,EA,PK
07000326,07000326PK,24,PETRI DISH 100X20 6VNT PS 15PK,PETRI DISH 100X20 6VNT PS 360C,00001,00360,EA,CS
07000386,07000386PK,24,TC DISH 100X20 ST TC VENT 15PK,TC DISH 100X20 ST TC VENT 360C,00001,00360,EA,CS
07200601,07200601EA,24,PLT 6WELL ULTR LOW ATTCH 1EA,PLT 6WELL ULTR LOW ATTCH 24/CS,00001,00024,EA,CS
FB02911960A,FB0291196EA,24,OBL 500CC HDPE NAT PE 1EA,OBL 500CC HDPE NAT PE 24/CS,00001,00024,EA,CS
0992316C,0992316CPK,24,BOTTLE MEDIA SQ 1000ML 12/PK,BOTTLE MEDIA SQ 1000ML 24/CS,00001,00024,EA,CS
02991517,02991517EA,24,32OZ NAT JAR WHPP UNL EACH,32OZ NAT JAR WHPP UNL 24CS,00001,00024,EA,CS
14860,14860EA,24,TEST PPR POT IOD STARCH 1/EA,TEST PPR POT IOD STARCH 24/PK,00001,00024,EA,PK
FB12566514,FB12566514E,24,FLTR RECIVR PS 250ML 45MM 1EA,FLTR RECEIVER PS 250ML 45MM,00050,00024,PK,CS
05721142,05721142EA,24,4L W/M ROUND HDPE BPC 1/EA,4L W/M ROUND HDPE BPC 24/CS,1,00024,EA,CS
PBV125,PBV125EA,24,STRL PC PLAIN VNT 125 ML 1/EA,STRL PC PLAIN VNT 125 ML CS24,00001,00024,EA,CS
19181800C,19181800CEA,24,FB DISP FACE SHIELD 1EA,FB DISP FACE SHIELD 24/PK,00001,00024,EA,PK
02912145,02912145EA,24,BTL GLS AMB PCKR WM WHTN 1EA,BTL GLS AMB PCKR WM WHTN 24CS,00001,00024,EA,CS
02912149,02912149EA,24,BTL GLS AMB PCKR WM WHTN 1EA,BTL GLS AMB PCKR WM WHTN 24CS,00001,00024,EA,CS
02912157,02912157EA,24,BTL GLS AMB PCKR WM WHTN 1EA,BTL GLS AMB PCKR WM WHTN 24CS,00001,00024,EA,CS
07678006,07678006EA,24,ETHYL ALCHL 200 PRF GLASS 1EA,ETHYL ALCHL 200 PRF GLASS 24CS,00005,00024,PK,CS
0344825,0344825EA,24,RUBBER BULB 1ML EA,RUBBER BULB 1ML 24/PK,00001,00024,EA,PK
FB02911438,FB02911438E,24,BTL AMB WMPKR W/PTFE 1OZ 1EA,BTL AMB WMPKR W/PTFE 1OZ 24CS,00025,00024,PK,CS
FB02911740,FB02911740E,24,BTL AMB BOSRD W/PTFE 4OZ 1EA,BTL AMB BOSRD W/PTFE 4OZ 24CS,00001,00024,EA,CS
FB02911788,FB02911788E,24,BTL CLR BOSRD W/PTFE 4OZ 1EA,BTL CLR BOSRD W/PTFE 4OZ 24CS,00005,00024,PK,CS
19149326,19149326EA,24,MEGAMOP MICROFIBER IRR 1/EA,MEGAMOP MICROFIBER IRR 24/CS,00001,00024,EA,CS
02992728,02992728EA,24,4OZ AM PKR GRTH F217 PTFE 21EA,4OZ AM PKR GRTH F217 PTFE 24CS,00005,00024,PK,CS
04355450D,04355450DEA,24,ETH ALC 200PRF TX DRCTSHP 1EA,ETH ALC 200PRF TX DRCTSHP 24CS,00001,00024,PR,CS
19809782,19809782EA,24,BATTERY PROCELL AAA 1/EA,BATTERY PROCELL AAA 24/PK,00001,00024,EA,PK
12565018,12565018EA,24,BIO BOTTLE 2L PP STERILE 1EA,BIO BOTTLE 2L PP STERILE 24/CS,00001,00024,EA,CS
FB02911440,FB02911440E,24,BTL AMB WMPKR W/PTFE 4OZ 1EA,BTL AMB WMPKR W/PTFE 4OZ 24CS,00001,00024,EA,CS
FB12566514,FB1256651EA,24,FLTRRECEIVER PS 250ML 45MM-1EA,FLTR RECEIVER PS 250ML 45MM,00001,00024,EA,CS
19546304,19546304EA,24,DCON-AHOLWFI IPA 11OZ 1/EA,DCON-AHOLWFI IPA 11OZ 24/CS,00001,00024,EA,CS
04355222,04355222EA,24,ETHANOL PUR 200PRF 1PINT 1/EA,ETHANOL PUR 200PRF 1PINT 24/CS,00001,00024,EA,CS
033124,033124PK,24,BTL SQ MEDIA PETG 500ML 12/PK,BTL SQ MEDIA PETG 500ML 24/CS,00001,00024,EA,CS
02911411,02911411EA,24,BTL GLS CLR JAR,BTL GLS CLR JAR 24CS,00001,00024,PR,CS
02992807,02992807EA,24,4OZ CL SSR BKPH PV 1/EA,4OZ CL SSR BKPH PV 24CS,00001,00024,EA,CS
13303001,13303001EA,24,24HR 3500ML WHT SPOUT CAP 1/EA,24HR 3500ML WHT SPOUT CAP24/CS,00100,00024,PK,CS
501909611,501909611EA,24,BATTERIES  AAA 1EA,BATTERIES 24/PK AAA PC2400,00001,00024,EA,PK
FB02911916,FB0291191EA,24,BTL CL WM W/PV CAP 8OZ 1EA,BTL CL WM W/PV CAP 8OZ 24/CS,00050,00024,PK,CS
0992316C,0992316CLC,24,BOTTLE MEDIA SQ 1000ML 24/CS,BOTTLE MEDIA SQ 1000ML 24/CS,00050,00024,PK,CS
19413015,19413015PK,25,HNDTOWEL WHT 9.4X12.4 175PK,HNDTOWEL WHT 9.4X12.4 4375CS,00001,04375,EA,CS
19413252,19413252PK,25,KLX HNDTWL WH 9.4X12.4 120PK,KLX HNDTWL WH 9.4X12.4 3000CS,00010,03000,PK,CS
07202031,07202031PK,25,RNDPETRIDSH PS NAT 3 S 33/PK,RNDPETRIDSH PS NAT 3 S 825/CS,00001,00825,EA,CS
07202030,07202030PK,25,PETRIDISHPSNAT3VNTASEPTIC 33PK,PETRIDISH PS NAT 3VNT ASEPTIC,00001,00825,EA,CS
FB087582,FB087582PK,25,QUAD PETRIDISH 100X15MM 24/PK,100X15MM QUAD PETRI DISH 600CS,00001,00600,EA,CS
FB087579B,FB087579BPK,25,100X15MM NO RIM SLIPPABLE 20PK,100X 15MM NO RIM SLIPPABLE,00001,00500,EA,CS
08757152,08757152PK,25,RDAC PLT ST 65X15 20/PK,RDAC PLT ST 65X15 500/PK,00001,00500,EA,PK
50202033,50202033PK,25,60MM TISSUE CULTURE DISH 20/PK,60MM TISSUE CULTURE DISH 500CS,00005,00500,PK,CS
FB0875711A,FB0875711AP,25,100X 100MM SQUARE 20/PK,100X 15MM SQUARE 500/CS,00005,00500,PK,CS
FB0875713A,FB0875713AP,25,PETRI DISH 60X15MM 20/PK,PETRI DISH 60X15MM 500/CS,00005,00500,PK,CS
08772F,08772FPK,25,DISH 60X15 EASY GRIP 20/PK,DISH 60X15 EASY GRIP 500/CS,00005,00500,PK,CS
0877231,0877231PK,25,CULT DISH SUSP 60X15MM 20EA/PK,CULT DISH SUSP 60X15MM 500/CS,00004,00500,PK,CS
08757105,08757105PK,25,PETRI DISH 50X9MM 20/PK,PETRI DISH 50X9MM 500/CS,00001,00500,EA,CS
08757100A,08757100APK,25,PETRI DISH 35X10MM 20PK,PETRI DISH 35X10MM 500/CS,00010,00500,PK,CS
0877220,0877220PK,25,TIS CULT DISH 35X10MM 20/PK,TIS CLT DSH 35X10MM 500/CS,00012,00500,PK,CS
08772A,08772APK,25,DISH TISSUE/C 35X10MM 20PK,DISH TISSUE/C 35X10MM 500/CS,00012,00500,PK,CS
0877222,0877222PK,25,TIS CULT DISH 100X20MM 20/PK,TIS CULT DISH 100X20MM 500/CS,00001,00500,EA,CS
1012630,1012630PK,25,FLASK 25CM2 CANTED NECK 20/PK,FLASK 25CM2 CANTED NECK 500/CS,00050,00500,PK,CS
1371122,1371122PK,25,STD TRANS PIPET STR 7ML 20/PK,STD TRANS PIPET STR 7ML 500/PK,24,00500,EA,PK
08772B,08772BPK,25,DISH TISSUE/C 60X15MM 20/PK,DISH TISSUE/C 60X15MM 500/CS,00001,00500,EA,CS
0877221,0877221PK,25,TIS CULT DISH 60X15MM 20/PK,TIS CULT DISH 60X15MM 500/CS,00001,00500,EA,CS
08757100D,08757100DPK,25,PETRI DISHES 100X15MM 20/PK,PETRI DISHES 100X15MM 500/CS,00001,00500,EA,CS
FB0875711YZ,FB875711YZP,25,5X10MM STACKBLE PTRI DI 20PK,35X10MM STACKBLE PTRI DI 500CS,00001,00500,EA,CS
0875710K,0875710KPK,25,DISH PETRI 100X15MM ST 20/PK,DISH PETRI 100X15MM ST 500/CS,00001,00500,EA,CS
21402188,21402188PK,25,TIP TECAN 200UL NS BLK 192/PK,TIP TECAN 200UL NS BLK 4800/CS,00001,04800,EA,CS
FB0875711,FB0875711PK,25,100X25MM STACKABLE DEEP PETR,100X25MM STACKABLE DEEP PETR,00120,00325,PK,CS
19139877,19139877EA,25,STRL MINI MOP CVR 7 X4  1EA,STRL MINI MOP CVR 7 X4  125CS,00050,125,PK,CS
013611B,013611BEA,25,CVL TYVEK ZPR FRONT M 1EA,CVL TYVEK ZPR FRONT M 25/CS,00100,00025,PK,CS
14222396,14222396EA,25,RACK 96 WELL PCR SPECTRM,RACK 96 WELL PCR SPECTRM 25CS,00100,00025,PK,CS
19022850,19022850EA,25,LAB COAT BLU XX-LG 54-60 1/EA,LAB COAT BLU XX-LG 54-60 25/CS,00001,00025,EA,CS
19304902,19304902EA,25,TRNGL PAD W/ LP  180DI  .25,TRNGL PAD W/LP 180DI .25  25CS,00001,00025,EA,CS
013614E,013614EEA,25,CVRL TYVK ZPR ELS WA 2X 1/EA,CVRL TYVK ZPR ELS WA 2X 25/CS,00001,00025,EA,CS
19006213,19006213EA,25,A35CVRL 2NDGEN L EL WR/AK 1 EA,A35CVRL 2NDGEN L EL WR/AK 25CS,00001,00025,EA,CS
07200672,07200672EA,25,1 L. ERLENMEYER VENT CAP,1 L. ERLENMEYER VENT CAP 25/CS,00001,00025,EA,CS
1338260,1338260EA,25,LABEL PY RTK CSTM SYSTM,LABEL PY RTK CSTM SYSTM 25/PK,00056,00025,PK,PK
191202401C,191202401CE,25,KLGRDXP CVRL W/A/H/B LG,KLGRDXP CVRL W/A/H/B LG 25CS,00010,00025,PK,CS
SCGP00525,SCGP00525EA,25,STERIFLP FLT 50ML 0.22UM,STERIFLP FLT 50ML 0.22UM 25/PK,00001,00025,EA,PK
09761116,09761116PK,25,ASSAY BLOCK 1ML PP STR 5/PK,ASSAY BLOCK 1ML PP STR 25/CS,00001,00025,EA,CS
18022831,18022831EA,25,LAB COAT WHITE LG 42-46 1EA,LAB COAT WHITE LG 42-46 25/CS,00024,00025,PK,CS
